"pipeline","model","attempts","profile","run","cut","status","baseline_mutation","augmented_mutation","baseline_mutation_percent","augmented_mutation_percent","delta_pp","source_dir"
"ansi_fixed","32b","5","baseline","3","IndexedString","SUCCESS","26/28","-","92.8571428571429",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","Inflection","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","InspirentoUtilities","SUCCESS","15/16","15/16","93.75","93.75","0","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","MapUtil","SUCCESS","16/16","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","MathUtil","SUCCESS","24/44","-","54.5454545454545",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","NaturalSort","SUCCESS","34/66","51/66","51.5151515151515","77.2727272727273","25.7575757575758","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","ObjectsUtil","SUCCESS","8/14","13/14","57.1428571428571","92.8571428571429","35.7142857142857","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","Reference","SUCCESS","10/19","-","52.6315789473684",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","Region","SUCCESS","6/25","16/25","24","64","40","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","SAXPathException","SUCCESS","1/10","-","10",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","SimpleCounter","SUCCESS","3/3","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","SortedArrayList","SUCCESS","15/19","17/19","78.9473684210526","89.4736842105263","10.5263157894737","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","SortedMapVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","StringComparator","SUCCESS","13/16","15/16","81.25","93.75","12.5","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","StringEncoder64","SUCCESS","127/177","-","71.7514124293785",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","StringLink","SUCCESS","8/15","8/15","53.3333333333333","53.3333333333333","0","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","StringList","SUCCESS","9/13","-","69.2307692307692",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","StringUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","ToStringConverter","SUCCESS","7/7","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","UniqueTimestampGenerator","SUCCESS","7/27","-","25.9259259259259",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","Util","SUCCESS","18/28","24/28","64.2857142857143","85.7142857142857","21.4285714285714","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","baseline","3","Version","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_baseline_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","1","ArrayUtil","SUCCESS","19/57","20/57","33.3333333333333","35.0877192982456","1.75438596491228","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","Axis","SUCCESS","16/40","-","40",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","Base32","SUCCESS","46/72","-","63.8888888888889",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","Base64","SUCCESS","60/95","-","63.1578947368421",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","Base64Coder","SUCCESS","77/94","-","81.9148936170213",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","BigDecimalUtil","SUCCESS","4/6","-","66.6666666666667",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","BinaryDisplayConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","ByteVector","SUCCESS","16/138","-","11.5942028985507",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","CaselessStringMap","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","CommandLine","SUCCESS","17/32","21/32","53.125","65.625","12.5","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","DateTools","SUCCESS","11/27","-","40.7407407407407",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","DateUtil","SUCCESS","19/28","24/28","67.8571428571429","85.7142857142857","17.8571428571428","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","DisplayHelper","SUCCESS","9/9","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","EmailFacadeState","SUCCESS","11/13","13/13","84.6153846153846","100","15.3846153846154","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","FilterMatcher","SUCCESS","17/24","-","70.8333333333333",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","GridLayout2","SUCCESS","0/103","-","0",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","HashCodeUtils","SUCCESS","31/38","33/38","81.5789473684211","86.8421052631579","5.26315789473685","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","HtmlEncoder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","IndexedString","SUCCESS","26/28","28/28","92.8571428571429","100","7.14285714285714","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","Inflection","SUCCESS","14/20","-","70",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","InspirentoUtilities","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","MapUtil","SUCCESS","16/16","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","MathUtil","SUCCESS","16/44","18/44","36.3636363636364","40.9090909090909","4.54545454545455","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","NaturalSort","SUCCESS","36/66","36/66","54.5454545454545","54.5454545454545","0","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","ObjectsUtil","SUCCESS","5/14","14/14","35.7142857142857","100","64.2857142857143","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","Reference","SUCCESS","10/19","11/19","52.6315789473684","57.8947368421053","5.26315789473685","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","Region","SUCCESS","10/25","18/25","40","72","32","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","SAXPathException","SUCCESS","1/10","-","10",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","SimpleCounter","SUCCESS","3/3","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","SortedArrayList","SUCCESS","13/19","15/19","68.4210526315789","78.9473684210526","10.5263157894737","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","SortedMapVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","StringComparator","SUCCESS","13/16","-","81.25",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","StringEncoder64","SUCCESS","91/177","-","51.4124293785311",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","StringLink","SUCCESS","8/15","8/15","53.3333333333333","53.3333333333333","0","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","StringList","SUCCESS","4/13","-","30.7692307692308",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","StringUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","ToStringConverter","SUCCESS","7/7","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","UniqueTimestampGenerator","SUCCESS","16/27","-","59.2592592592593",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","Util","SUCCESS","14/28","-","50",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","1","Version","SUCCESS","11/19","16/19","57.8947368421053","84.2105263157895","26.3157894736842","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run1.tar"
"ansi_fixed","32b","5","detailed","2","ArrayUtil","SUCCESS","28/57","43/57","49.1228070175439","75.4385964912281","26.3157894736842","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","Axis","SUCCESS","16/40","-","40",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","Base32","SUCCESS","45/72","-","62.5",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","Base64","SUCCESS","78/95","-","82.1052631578947",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","Base64Coder","SUCCESS","85/94","-","90.4255319148936",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","BigDecimalUtil","SUCCESS","4/6","-","66.6666666666667",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","BinaryDisplayConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","ByteVector","SUCCESS","16/138","-","11.5942028985507",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","CaselessStringMap","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","CommandLine","SUCCESS","14/32","18/32","43.75","56.25","12.5","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","DateTools","SUCCESS","9/27","-","33.3333333333333",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","DateUtil","SUCCESS","6/28","-","21.4285714285714",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","DisplayHelper","SUCCESS","9/9","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","EmailFacadeState","SUCCESS","8/13","13/13","61.5384615384615","100","38.4615384615385","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","FilterMatcher","SUCCESS","16/24","19/24","66.6666666666667","79.1666666666667","12.5","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","GridLayout2","SUCCESS","0/103","-","0",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","HashCodeUtils","SUCCESS","27/38","32/38","71.0526315789474","84.2105263157895","13.1578947368421","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","HtmlEncoder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","IndexedString","SUCCESS","26/28","28/28","92.8571428571429","100","7.14285714285714","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","Inflection","SUCCESS","14/20","-","70",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","InspirentoUtilities","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","MapUtil","SUCCESS","16/16","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","MathUtil","SUCCESS","16/44","-","36.3636363636364",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","NaturalSort","SUCCESS","34/66","47/66","51.5151515151515","71.2121212121212","19.6969696969697","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","ObjectsUtil","SUCCESS","7/14","14/14","50","100","50","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","Reference","SUCCESS","10/19","11/19","52.6315789473684","57.8947368421053","5.26315789473685","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","Region","SUCCESS","10/25","20/25","40","80","40","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","SAXPathException","SUCCESS","1/10","-","10",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","SimpleCounter","SUCCESS","3/3","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","SortedArrayList","SUCCESS","14/19","-","73.6842105263158",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","SortedMapVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","StringComparator","SUCCESS","12/16","15/16","75","93.75","18.75","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","StringEncoder64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","StringLink","SUCCESS","8/15","8/15","53.3333333333333","53.3333333333333","0","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","StringList","SUCCESS","3/13","6/13","23.0769230769231","46.1538461538462","23.0769230769231","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","StringUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","ToStringConverter","SUCCESS","7/7","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","UniqueTimestampGenerator","SUCCESS","11/27","-","40.7407407407407",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","Util","SUCCESS","7/28","-","25",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","2","Version","SUCCESS","14/19","-","73.6842105263158",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run2.tar"
"ansi_fixed","32b","5","detailed","3","ArrayUtil","SUCCESS","25/57","-","43.859649122807",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","Axis","SUCCESS","18/40","-","45",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","Base32","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","Base64","SUCCESS","71/95","-","74.7368421052632",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","Base64Coder","SUCCESS","80/94","-","85.1063829787234",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","BigDecimalUtil","SUCCESS","3/6","-","50",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","BinaryDisplayConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","ByteVector","SUCCESS","16/138","-","11.5942028985507",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","CaselessStringMap","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","CommandLine","SUCCESS","13/32","14/32","40.625","43.75","3.125","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","DateTools","SUCCESS","10/27","-","37.037037037037",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","DateUtil","SUCCESS","26/28","26/28","92.8571428571429","92.8571428571429","0","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","DisplayHelper","SUCCESS","9/9","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","EmailFacadeState","SUCCESS","12/13","-","92.3076923076923",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","FilterMatcher","SUCCESS","16/24","20/24","66.6666666666667","83.3333333333333","16.6666666666667","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","GridLayout2","SUCCESS","20/103","-","19.4174757281553",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","HashCodeUtils","SUCCESS","27/38","32/38","71.0526315789474","84.2105263157895","13.1578947368421","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","HtmlEncoder","SUCCESS","6/7","6/7","85.7142857142857","85.7142857142857","0","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","IndexedString","SUCCESS","27/28","-","96.4285714285714",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","Inflection","SUCCESS","14/20","-","70",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","InspirentoUtilities","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","MapUtil","SUCCESS","16/16","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","MathUtil","SUCCESS","13/44","14/44","29.5454545454545","31.8181818181818","2.27272727272727","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","NaturalSort","SUCCESS","36/66","51/66","54.5454545454545","77.2727272727273","22.7272727272727","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","ObjectsUtil","TIMEOUT","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","Reference","SUCCESS","10/19","-","52.6315789473684",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","Region","SUCCESS","12/25","18/25","48","72","24","D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","SAXPathException","SUCCESS","1/10","-","10",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","SimpleCounter","SUCCESS","3/3","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","SortedArrayList","SUCCESS","13/19","-","68.4210526315789",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","SortedMapVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","StringComparator","SUCCESS","14/16","-","87.5",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","StringEncoder64","SUCCESS","96/177","-","54.2372881355932",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","StringLink","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","StringList","SUCCESS","9/13","-","69.2307692307692",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","StringUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","ToStringConverter","SUCCESS","7/7","-","100",,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
"ansi_fixed","32b","5","detailed","3","UniqueTimestampGenerator","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\ansi\32b\output_32b_5_attempts_detailed_ansi_run3.tar"
